jogador_primario,jogador_secundario,arbitro,pecas_pretas,pecas_brancas,data_inicio,data_fim,vencedor,id,chave_campeonato,chave_salao
Player 588,Player 589,Referee 588,11,5,2021-11-15 19:28:21.872323,2021-11-15 22:28:21.872323,Player 588,588,Championship 588,Venue 588
Player 589,Player 590,Referee 589,3,13,2021-11-14 19:28:21.872342,2021-11-15 00:28:21.872342,Player 589,589,Championship 589,Venue 589
Player 590,Player 591,Referee 590,11,5,2021-11-13 19:28:21.872362,2021-11-14 00:28:21.872362,Player 591,590,Championship 590,Venue 590
Player 591,Player 592,Referee 591,7,9,2021-11-12 19:28:21.872382,2021-11-13 00:28:21.872382,Player 592,591,Championship 591,Venue 591
Player 592,Player 593,Referee 592,14,2,2021-11-11 19:28:21.872400,2021-11-11 23:28:21.872400,Player 592,592,Championship 592,Venue 592
Player 593,Player 594,Referee 593,4,12,2021-11-10 19:28:21.872419,2021-11-10 22:28:21.872419,Player 593,593,Championship 593,Venue 593
Player 594,Player 595,Referee 594,9,7,2021-11-09 19:28:21.872437,2021-11-09 20:28:21.872437,Player 594,594,Championship 594,Venue 594
Player 595,Player 596,Referee 595,11,5,2021-11-08 19:28:21.872457,2021-11-08 22:28:21.872457,Player 596,595,Championship 595,Venue 595
Player 596,Player 597,Referee 596,12,4,2021-11-07 19:28:21.872477,2021-11-07 22:28:21.872477,Player 597,596,Championship 596,Venue 596
Player 597,Player 598,Referee 597,16,0,2021-11-06 19:28:21.872496,2021-11-06 23:28:21.872496,Player 598,597,Championship 597,Venue 597
Player 598,Player 599,Referee 598,9,7,2021-11-05 19:28:21.872515,2021-11-05 23:28:21.872515,Player 599,598,Championship 598,Venue 598
Player 599,Player 600,Referee 599,13,3,2021-11-04 19:28:21.872533,2021-11-04 20:28:21.872533,Player 600,599,Championship 599,Venue 599
Player 600,Player 601,Referee 600,2,14,2021-11-03 19:28:21.872552,2021-11-03 22:28:21.872552,Player 601,600,Championship 600,Venue 600
Player 601,Player 602,Referee 601,7,9,2021-11-02 19:28:21.872571,2021-11-02 23:28:21.872571,Player 601,601,Championship 601,Venue 601
Player 602,Player 603,Referee 602,1,15,2021-11-01 19:28:21.872590,2021-11-02 00:28:21.872590,Player 602,602,Championship 602,Venue 602
Player 603,Player 604,Referee 603,15,1,2021-10-31 19:28:21.872609,2021-10-31 20:28:21.872609,Player 603,603,Championship 603,Venue 603
Player 604,Player 605,Referee 604,1,15,2021-10-30 19:28:21.872628,2021-10-30 20:28:21.872628,Player 605,604,Championship 604,Venue 604
Player 605,Player 606,Referee 605,12,4,2021-10-29 19:28:21.872648,2021-10-29 23:28:21.872648,Player 605,605,Championship 605,Venue 605
Player 606,Player 607,Referee 606,7,9,2021-10-28 19:28:21.873155,2021-10-29 00:28:21.873155,Player 607,606,Championship 606,Venue 606
Player 607,Player 608,Referee 607,14,2,2021-10-27 19:28:21.873192,2021-10-27 20:28:21.873192,Player 608,607,Championship 607,Venue 607
Player 608,Player 609,Referee 608,10,6,2021-10-26 19:28:21.873218,2021-10-27 00:28:21.873218,Player 608,608,Championship 608,Venue 608
Player 609,Player 610,Referee 609,16,0,2021-10-25 19:28:21.873243,2021-10-26 00:28:21.873243,Player 609,609,Championship 609,Venue 609
Player 610,Player 611,Referee 610,3,13,2021-10-24 19:28:21.873268,2021-10-24 23:28:21.873268,Player 610,610,Championship 610,Venue 610
Player 611,Player 612,Referee 611,0,16,2021-10-23 19:28:21.873291,2021-10-23 22:28:21.873291,Player 612,611,Championship 611,Venue 611
Player 612,Player 613,Referee 612,14,2,2021-10-22 19:28:21.873315,2021-10-22 21:28:21.873315,Player 613,612,Championship 612,Venue 612
Player 613,Player 614,Referee 613,4,12,2021-10-21 19:28:21.873339,2021-10-21 22:28:21.873339,Player 614,613,Championship 613,Venue 613
Player 614,Player 615,Referee 614,8,8,2021-10-20 19:28:21.873363,2021-10-20 21:28:21.873363,Player 615,614,Championship 614,Venue 614
Player 615,Player 616,Referee 615,16,0,2021-10-19 19:28:21.873406,2021-10-19 23:28:21.873406,Player 616,615,Championship 615,Venue 615
Player 616,Player 617,Referee 616,9,7,2021-10-18 19:28:21.873436,2021-10-18 23:28:21.873436,Player 617,616,Championship 616,Venue 616
Player 617,Player 618,Referee 617,9,7,2021-10-17 19:28:21.873465,2021-10-17 20:28:21.873465,Player 618,617,Championship 617,Venue 617
Player 618,Player 619,Referee 618,6,10,2021-10-16 19:28:21.873495,2021-10-16 23:28:21.873495,Player 618,618,Championship 618,Venue 618
Player 619,Player 620,Referee 619,1,15,2021-10-15 19:28:21.873524,2021-10-15 23:28:21.873524,Player 619,619,Championship 619,Venue 619
Player 620,Player 621,Referee 620,9,7,2021-10-14 19:28:21.873553,2021-10-14 20:28:21.873553,Player 620,620,Championship 620,Venue 620
Player 621,Player 622,Referee 621,10,6,2021-10-13 19:28:21.873584,2021-10-13 23:28:21.873584,Player 622,621,Championship 621,Venue 621
Player 622,Player 623,Referee 622,12,4,2021-10-12 19:28:21.873613,2021-10-12 22:28:21.873613,Player 622,622,Championship 622,Venue 622
Player 623,Player 624,Referee 623,12,4,2021-10-11 19:28:21.873643,2021-10-12 00:28:21.873643,Player 623,623,Championship 623,Venue 623
Player 624,Player 625,Referee 624,4,12,2021-10-10 19:28:21.873674,2021-10-11 00:28:21.873674,Player 624,624,Championship 624,Venue 624
Player 625,Player 626,Referee 625,8,8,2021-10-09 19:28:21.873704,2021-10-09 20:28:21.873704,Player 626,625,Championship 625,Venue 625
Player 626,Player 627,Referee 626,10,6,2021-10-08 19:28:21.873734,2021-10-08 23:28:21.873734,Player 627,626,Championship 626,Venue 626
Player 627,Player 628,Referee 627,15,1,2021-10-07 19:28:21.873764,2021-10-08 00:28:21.873764,Player 627,627,Championship 627,Venue 627
Player 628,Player 629,Referee 628,9,7,2021-10-06 19:28:21.873794,2021-10-06 20:28:21.873794,Player 629,628,Championship 628,Venue 628
Player 629,Player 630,Referee 629,4,12,2021-10-05 19:28:21.873824,2021-10-06 00:28:21.873824,Player 629,629,Championship 629,Venue 629
Player 630,Player 631,Referee 630,13,3,2021-10-04 19:28:21.873854,2021-10-05 00:28:21.873854,Player 631,630,Championship 630,Venue 630
Player 631,Player 632,Referee 631,16,0,2021-10-03 19:28:21.873884,2021-10-03 20:28:21.873884,Player 631,631,Championship 631,Venue 631
Player 632,Player 633,Referee 632,10,6,2021-10-02 19:28:21.873908,2021-10-02 23:28:21.873908,Player 633,632,Championship 632,Venue 632
Player 633,Player 634,Referee 633,2,14,2021-10-01 19:28:21.873936,2021-10-01 20:28:21.873936,Player 633,633,Championship 633,Venue 633
Player 634,Player 635,Referee 634,13,3,2021-09-30 19:28:21.873960,2021-09-30 23:28:21.873960,Player 634,634,Championship 634,Venue 634
Player 635,Player 636,Referee 635,16,0,2021-09-29 19:28:21.873985,2021-09-30 00:28:21.873985,Player 636,635,Championship 635,Venue 635
Player 636,Player 637,Referee 636,11,5,2021-09-28 19:28:21.874009,2021-09-29 00:28:21.874009,Player 636,636,Championship 636,Venue 636
Player 637,Player 638,Referee 637,12,4,2021-09-27 19:28:21.874035,2021-09-27 23:28:21.874035,Player 638,637,Championship 637,Venue 637
Player 638,Player 639,Referee 638,12,4,2021-09-26 19:28:21.874061,2021-09-27 00:28:21.874061,Player 639,638,Championship 638,Venue 638
Player 639,Player 640,Referee 639,4,12,2021-09-25 19:28:21.874091,2021-09-25 23:28:21.874091,Player 640,639,Championship 639,Venue 639
Player 640,Player 641,Referee 640,16,0,2021-09-24 19:28:21.874120,2021-09-24 22:28:21.874120,Player 640,640,Championship 640,Venue 640
Player 641,Player 642,Referee 641,16,0,2021-09-23 19:28:21.874150,2021-09-23 21:28:21.874150,Player 641,641,Championship 641,Venue 641
Player 642,Player 643,Referee 642,5,11,2021-09-22 19:28:21.874180,2021-09-23 00:28:21.874180,Player 642,642,Championship 642,Venue 642
Player 643,Player 644,Referee 643,1,15,2021-09-21 19:28:21.874210,2021-09-21 22:28:21.874210,Player 644,643,Championship 643,Venue 643
Player 644,Player 645,Referee 644,5,11,2021-09-20 19:28:21.874240,2021-09-20 23:28:21.874240,Player 645,644,Championship 644,Venue 644
Player 645,Player 646,Referee 645,0,16,2021-09-19 19:28:21.874270,2021-09-20 00:28:21.874270,Player 646,645,Championship 645,Venue 645
Player 646,Player 647,Referee 646,4,12,2021-09-18 19:28:21.874299,2021-09-19 00:28:21.874299,Player 647,646,Championship 646,Venue 646
Player 647,Player 648,Referee 647,6,10,2021-09-17 19:28:21.874329,2021-09-17 21:28:21.874329,Player 647,647,Championship 647,Venue 647
Player 648,Player 649,Referee 648,6,10,2021-09-16 19:28:21.874359,2021-09-16 21:28:21.874359,Player 648,648,Championship 648,Venue 648
Player 649,Player 650,Referee 649,13,3,2021-09-15 19:28:21.874390,2021-09-15 20:28:21.874390,Player 650,649,Championship 649,Venue 649
Player 650,Player 651,Referee 650,0,16,2021-09-14 19:28:21.874419,2021-09-15 00:28:21.874419,Player 650,650,Championship 650,Venue 650
Player 651,Player 652,Referee 651,15,1,2021-09-13 19:28:21.874449,2021-09-13 21:28:21.874449,Player 652,651,Championship 651,Venue 651
Player 652,Player 653,Referee 652,4,12,2021-09-12 19:28:21.874491,2021-09-12 20:28:21.874491,Player 652,652,Championship 652,Venue 652
Player 653,Player 654,Referee 653,15,1,2021-09-11 19:28:21.874515,2021-09-12 00:28:21.874515,Player 654,653,Championship 653,Venue 653
Player 654,Player 655,Referee 654,7,9,2021-09-10 19:28:21.874539,2021-09-11 00:28:21.874539,Player 654,654,Championship 654,Venue 654
Player 655,Player 656,Referee 655,3,13,2021-09-09 19:28:21.874563,2021-09-09 23:28:21.874563,Player 656,655,Championship 655,Venue 655
Player 656,Player 657,Referee 656,8,8,2021-09-08 19:28:21.874586,2021-09-08 23:28:21.874586,Player 657,656,Championship 656,Venue 656
Player 657,Player 658,Referee 657,12,4,2021-09-07 19:28:21.874610,2021-09-07 23:28:21.874610,Player 657,657,Championship 657,Venue 657
Player 658,Player 659,Referee 658,4,12,2021-09-06 19:28:21.874635,2021-09-06 21:28:21.874635,Player 658,658,Championship 658,Venue 658
Player 659,Player 660,Referee 659,3,13,2021-09-05 19:28:21.874658,2021-09-05 20:28:21.874658,Player 659,659,Championship 659,Venue 659
Player 660,Player 661,Referee 660,4,12,2021-09-04 19:28:21.874682,2021-09-04 22:28:21.874682,Player 660,660,Championship 660,Venue 660
Player 661,Player 662,Referee 661,16,0,2021-09-03 19:28:21.874706,2021-09-03 21:28:21.874706,Player 661,661,Championship 661,Venue 661
Player 662,Player 663,Referee 662,8,8,2021-09-02 19:28:21.874729,2021-09-02 20:28:21.874729,Player 663,662,Championship 662,Venue 662
Player 663,Player 664,Referee 663,7,9,2021-09-01 19:28:21.874753,2021-09-01 22:28:21.874753,Player 664,663,Championship 663,Venue 663
Player 664,Player 665,Referee 664,10,6,2021-08-31 19:28:21.874777,2021-08-31 23:28:21.874777,Player 665,664,Championship 664,Venue 664
Player 665,Player 666,Referee 665,4,12,2021-08-30 19:28:21.874800,2021-08-31 00:28:21.874800,Player 665,665,Championship 665,Venue 665
Player 666,Player 667,Referee 666,2,14,2021-08-29 19:28:21.875337,2021-08-29 23:28:21.875337,Player 666,666,Championship 666,Venue 666
Player 667,Player 668,Referee 667,12,4,2021-08-28 19:28:21.875368,2021-08-28 22:28:21.875368,Player 668,667,Championship 667,Venue 667
Player 668,Player 669,Referee 668,0,16,2021-08-27 19:28:21.875390,2021-08-27 23:28:21.875390,Player 669,668,Championship 668,Venue 668
Player 669,Player 670,Referee 669,7,9,2021-08-26 19:28:21.875406,2021-08-26 20:28:21.875406,Player 670,669,Championship 669,Venue 669
Player 670,Player 671,Referee 670,3,13,2021-08-25 19:28:21.875429,2021-08-25 23:28:21.875429,Player 670,670,Championship 670,Venue 670
Player 671,Player 672,Referee 671,11,5,2021-08-24 19:28:21.875497,2021-08-24 21:28:21.875497,Player 671,671,Championship 671,Venue 671
Player 672,Player 673,Referee 672,10,6,2021-08-23 19:28:21.875520,2021-08-24 00:28:21.875520,Player 673,672,Championship 672,Venue 672
Player 673,Player 674,Referee 673,8,8,2021-08-22 19:28:21.875539,2021-08-22 22:28:21.875539,Player 673,673,Championship 673,Venue 673
Player 674,Player 675,Referee 674,7,9,2021-08-21 19:28:21.875561,2021-08-21 23:28:21.875561,Player 674,674,Championship 674,Venue 674
Player 675,Player 676,Referee 675,4,12,2021-08-20 19:28:21.875579,2021-08-20 23:28:21.875579,Player 676,675,Championship 675,Venue 675
Player 676,Player 677,Referee 676,2,14,2021-08-19 19:28:21.875601,2021-08-19 22:28:21.875601,Player 677,676,Championship 676,Venue 676
Player 677,Player 678,Referee 677,8,8,2021-08-18 19:28:21.875621,2021-08-18 21:28:21.875621,Player 678,677,Championship 677,Venue 677
Player 678,Player 679,Referee 678,7,9,2021-08-17 19:28:21.875641,2021-08-17 20:28:21.875641,Player 678,678,Championship 678,Venue 678
Player 679,Player 680,Referee 679,7,9,2021-08-16 19:28:21.875660,2021-08-16 21:28:21.875660,Player 680,679,Championship 679,Venue 679
Player 680,Player 681,Referee 680,5,11,2021-08-15 19:28:21.875678,2021-08-15 23:28:21.875678,Player 680,680,Championship 680,Venue 680
Player 681,Player 682,Referee 681,6,10,2021-08-14 19:28:21.875698,2021-08-14 23:28:21.875698,Player 682,681,Championship 681,Venue 681
Player 682,Player 683,Referee 682,8,8,2021-08-13 19:28:21.875716,2021-08-13 23:28:21.875716,Player 683,682,Championship 682,Venue 682
Player 683,Player 684,Referee 683,14,2,2021-08-12 19:28:21.875736,2021-08-12 22:28:21.875736,Player 683,683,Championship 683,Venue 683
Player 684,Player 685,Referee 684,15,1,2021-08-11 19:28:21.875757,2021-08-11 21:28:21.875757,Player 684,684,Championship 684,Venue 684
Player 685,Player 686,Referee 685,15,1,2021-08-10 19:28:21.875778,2021-08-10 21:28:21.875778,Player 685,685,Championship 685,Venue 685
Player 686,Player 687,Referee 686,15,1,2021-08-09 19:28:21.875797,2021-08-09 21:28:21.875797,Player 686,686,Championship 686,Venue 686
Player 687,Player 688,Referee 687,13,3,2021-08-08 19:28:21.875821,2021-08-08 23:28:21.875821,Player 687,687,Championship 687,Venue 687
Player 688,Player 689,Referee 688,13,3,2021-08-07 19:28:21.875848,2021-08-07 20:28:21.875848,Player 689,688,Championship 688,Venue 688
Player 689,Player 690,Referee 689,4,12,2021-08-06 19:28:21.875868,2021-08-06 21:28:21.875868,Player 689,689,Championship 689,Venue 689
Player 690,Player 691,Referee 690,3,13,2021-08-05 19:28:21.875887,2021-08-05 20:28:21.875887,Player 690,690,Championship 690,Venue 690
Player 691,Player 692,Referee 691,16,0,2021-08-04 19:28:21.875908,2021-08-04 23:28:21.875908,Player 692,691,Championship 691,Venue 691
Player 692,Player 693,Referee 692,15,1,2021-08-03 19:28:21.875929,2021-08-03 22:28:21.875929,Player 692,692,Championship 692,Venue 692
Player 693,Player 694,Referee 693,12,4,2021-08-02 19:28:21.875953,2021-08-02 23:28:21.875953,Player 694,693,Championship 693,Venue 693
Player 694,Player 695,Referee 694,8,8,2021-08-01 19:28:21.875973,2021-08-02 00:28:21.875973,Player 694,694,Championship 694,Venue 694
Player 695,Player 696,Referee 695,3,13,2021-07-31 19:28:21.875997,2021-07-31 22:28:21.875997,Player 695,695,Championship 695,Venue 695
Player 696,Player 697,Referee 696,7,9,2021-07-30 19:28:21.876018,2021-07-30 22:28:21.876018,Player 697,696,Championship 696,Venue 696
Player 697,Player 698,Referee 697,13,3,2021-07-29 19:28:21.876039,2021-07-29 21:28:21.876039,Player 698,697,Championship 697,Venue 697
Player 698,Player 699,Referee 698,10,6,2021-07-28 19:28:21.876059,2021-07-29 00:28:21.876059,Player 698,698,Championship 698,Venue 698
Player 699,Player 700,Referee 699,4,12,2021-07-27 19:28:21.876079,2021-07-27 22:28:21.876079,Player 699,699,Championship 699,Venue 699
Player 700,Player 701,Referee 700,10,6,2021-07-26 19:28:21.876097,2021-07-26 23:28:21.876097,Player 701,700,Championship 700,Venue 700
Player 701,Player 702,Referee 701,14,2,2021-07-25 19:28:21.876118,2021-07-25 20:28:21.876118,Player 702,701,Championship 701,Venue 701
Player 702,Player 703,Referee 702,15,1,2021-07-24 19:28:21.876137,2021-07-24 23:28:21.876137,Player 702,702,Championship 702,Venue 702
Player 703,Player 704,Referee 703,1,15,2021-07-23 19:28:21.876158,2021-07-23 22:28:21.876158,Player 703,703,Championship 703,Venue 703
Player 704,Player 705,Referee 704,9,7,2021-07-22 19:28:21.876180,2021-07-22 22:28:21.876180,Player 705,704,Championship 704,Venue 704
Player 705,Player 706,Referee 705,8,8,2021-07-21 19:28:21.876201,2021-07-21 23:28:21.876201,Player 706,705,Championship 705,Venue 705
Player 706,Player 707,Referee 706,8,8,2021-07-20 19:28:21.876220,2021-07-20 22:28:21.876220,Player 706,706,Championship 706,Venue 706
Player 707,Player 708,Referee 707,8,8,2021-07-19 19:28:21.876241,2021-07-19 20:28:21.876241,Player 707,707,Championship 707,Venue 707
Player 708,Player 709,Referee 708,13,3,2021-07-18 19:28:21.876262,2021-07-19 00:28:21.876262,Player 709,708,Championship 708,Venue 708
Player 709,Player 710,Referee 709,5,11,2021-07-17 19:28:21.876285,2021-07-17 20:28:21.876285,Player 710,709,Championship 709,Venue 709
Player 710,Player 711,Referee 710,16,0,2021-07-16 19:28:21.876305,2021-07-17 00:28:21.876305,Player 710,710,Championship 710,Venue 710
Player 711,Player 712,Referee 711,13,3,2021-07-15 19:28:21.876324,2021-07-15 21:28:21.876324,Player 711,711,Championship 711,Venue 711
Player 712,Player 713,Referee 712,12,4,2021-07-14 19:28:21.876342,2021-07-14 23:28:21.876342,Player 713,712,Championship 712,Venue 712
Player 713,Player 714,Referee 713,2,14,2021-07-13 19:28:21.876363,2021-07-14 00:28:21.876363,Player 714,713,Championship 713,Venue 713
Player 714,Player 715,Referee 714,2,14,2021-07-12 19:28:21.876382,2021-07-12 23:28:21.876382,Player 715,714,Championship 714,Venue 714
Player 715,Player 716,Referee 715,2,14,2021-07-11 19:28:21.876425,2021-07-11 20:28:21.876425,Player 716,715,Championship 715,Venue 715
Player 716,Player 717,Referee 716,1,15,2021-07-10 19:28:21.876452,2021-07-10 20:28:21.876452,Player 717,716,Championship 716,Venue 716
Player 717,Player 718,Referee 717,2,14,2021-07-09 19:28:21.876480,2021-07-09 23:28:21.876480,Player 718,717,Championship 717,Venue 717
Player 718,Player 719,Referee 718,5,11,2021-07-08 19:28:21.876508,2021-07-09 00:28:21.876508,Player 719,718,Championship 718,Venue 718
Player 719,Player 720,Referee 719,7,9,2021-07-07 19:28:21.876540,2021-07-07 21:28:21.876540,Player 720,719,Championship 719,Venue 719
Player 720,Player 721,Referee 720,5,11,2021-07-06 19:28:21.876566,2021-07-06 20:28:21.876566,Player 720,720,Championship 720,Venue 720
Player 721,Player 722,Referee 721,10,6,2021-07-05 19:28:21.876592,2021-07-05 23:28:21.876592,Player 721,721,Championship 721,Venue 721
Player 722,Player 723,Referee 722,1,15,2021-07-04 19:28:21.876621,2021-07-04 21:28:21.876621,Player 722,722,Championship 722,Venue 722
Player 723,Player 724,Referee 723,10,6,2021-07-03 19:28:21.876647,2021-07-03 22:28:21.876647,Player 724,723,Championship 723,Venue 723
Player 724,Player 725,Referee 724,7,9,2021-07-02 19:28:21.876671,2021-07-02 21:28:21.876671,Player 724,724,Championship 724,Venue 724
Player 725,Player 726,Referee 725,3,13,2021-07-01 19:28:21.876698,2021-07-02 00:28:21.876698,Player 725,725,Championship 725,Venue 725
Player 726,Player 727,Referee 726,3,13,2021-06-30 19:28:21.877409,2021-07-01 00:28:21.877409,Player 727,726,Championship 726,Venue 726
Player 727,Player 728,Referee 727,9,7,2021-06-29 19:28:21.877482,2021-06-29 21:28:21.877482,Player 728,727,Championship 727,Venue 727
Player 728,Player 729,Referee 728,0,16,2021-06-28 19:28:21.877508,2021-06-28 23:28:21.877508,Player 728,728,Championship 728,Venue 728
Player 729,Player 730,Referee 729,16,0,2021-06-27 19:28:21.877529,2021-06-28 00:28:21.877529,Player 730,729,Championship 729,Venue 729
Player 730,Player 731,Referee 730,3,13,2021-06-26 19:28:21.877544,2021-06-26 23:28:21.877544,Player 731,730,Championship 730,Venue 730
Player 731,Player 732,Referee 731,7,9,2021-06-25 19:28:21.877559,2021-06-25 21:28:21.877559,Player 731,731,Championship 731,Venue 731
Player 732,Player 733,Referee 732,13,3,2021-06-24 19:28:21.877579,2021-06-24 22:28:21.877579,Player 733,732,Championship 732,Venue 732
Player 733,Player 734,Referee 733,12,4,2021-06-23 19:28:21.877598,2021-06-23 21:28:21.877598,Player 733,733,Championship 733,Venue 733
Player 734,Player 735,Referee 734,15,1,2021-06-22 19:28:21.877622,2021-06-22 20:28:21.877622,Player 734,734,Championship 734,Venue 734
Player 735,Player 736,Referee 735,4,12,2021-06-21 19:28:21.877645,2021-06-21 20:28:21.877645,Player 736,735,Championship 735,Venue 735
Player 736,Player 737,Referee 736,0,16,2021-06-20 19:28:21.877668,2021-06-20 23:28:21.877668,Player 737,736,Championship 736,Venue 736
Player 737,Player 738,Referee 737,13,3,2021-06-19 19:28:21.877692,2021-06-19 21:28:21.877692,Player 737,737,Championship 737,Venue 737
Player 738,Player 739,Referee 738,6,10,2021-06-18 19:28:21.877711,2021-06-18 21:28:21.877711,Player 739,738,Championship 738,Venue 738
Player 739,Player 740,Referee 739,9,7,2021-06-17 19:28:21.877728,2021-06-17 21:28:21.877728,Player 739,739,Championship 739,Venue 739
Player 740,Player 741,Referee 740,6,10,2021-06-16 19:28:21.877743,2021-06-17 00:28:21.877743,Player 740,740,Championship 740,Venue 740
Player 741,Player 742,Referee 741,8,8,2021-06-15 19:28:21.877760,2021-06-16 00:28:21.877760,Player 742,741,Championship 741,Venue 741
Player 742,Player 743,Referee 742,10,6,2021-06-14 19:28:21.877782,2021-06-14 22:28:21.877782,Player 742,742,Championship 742,Venue 742
Player 743,Player 744,Referee 743,16,0,2021-06-13 19:28:21.877807,2021-06-14 00:28:21.877807,Player 744,743,Championship 743,Venue 743
Player 744,Player 745,Referee 744,12,4,2021-06-12 19:28:21.877833,2021-06-12 22:28:21.877833,Player 745,744,Championship 744,Venue 744
Player 745,Player 746,Referee 745,5,11,2021-06-11 19:28:21.877857,2021-06-11 21:28:21.877857,Player 746,745,Championship 745,Venue 745
Player 746,Player 747,Referee 746,7,9,2021-06-10 19:28:21.877881,2021-06-10 20:28:21.877881,Player 747,746,Championship 746,Venue 746
Player 747,Player 748,Referee 747,1,15,2021-06-09 19:28:21.877904,2021-06-09 21:28:21.877904,Player 747,747,Championship 747,Venue 747
Player 748,Player 749,Referee 748,2,14,2021-06-08 19:28:21.877922,2021-06-08 21:28:21.877922,Player 749,748,Championship 748,Venue 748
Player 749,Player 750,Referee 749,15,1,2021-06-07 19:28:21.877944,2021-06-08 00:28:21.877944,Player 750,749,Championship 749,Venue 749
Player 750,Player 751,Referee 750,11,5,2021-06-06 19:28:21.877963,2021-06-07 00:28:21.877963,Player 751,750,Championship 750,Venue 750
Player 751,Player 752,Referee 751,1,15,2021-06-05 19:28:21.877983,2021-06-05 20:28:21.877983,Player 752,751,Championship 751,Venue 751
Player 752,Player 753,Referee 752,14,2,2021-06-04 19:28:21.878004,2021-06-05 00:28:21.878004,Player 753,752,Championship 752,Venue 752
Player 753,Player 754,Referee 753,1,15,2021-06-03 19:28:21.878031,2021-06-04 00:28:21.878031,Player 753,753,Championship 753,Venue 753
Player 754,Player 755,Referee 754,1,15,2021-06-02 19:28:21.878050,2021-06-02 23:28:21.878050,Player 754,754,Championship 754,Venue 754
Player 755,Player 756,Referee 755,6,10,2021-06-01 19:28:21.878070,2021-06-01 22:28:21.878070,Player 756,755,Championship 755,Venue 755
Player 756,Player 757,Referee 756,9,7,2021-05-31 19:28:21.878089,2021-05-31 22:28:21.878089,Player 757,756,Championship 756,Venue 756
Player 757,Player 758,Referee 757,1,15,2021-05-30 19:28:21.878108,2021-05-30 22:28:21.878108,Player 758,757,Championship 757,Venue 757
Player 758,Player 759,Referee 758,10,6,2021-05-29 19:28:21.878128,2021-05-29 23:28:21.878128,Player 758,758,Championship 758,Venue 758
Player 759,Player 760,Referee 759,2,14,2021-05-28 19:28:21.878147,2021-05-29 00:28:21.878147,Player 760,759,Championship 759,Venue 759
Player 760,Player 761,Referee 760,2,14,2021-05-27 19:28:21.878166,2021-05-27 21:28:21.878166,Player 760,760,Championship 760,Venue 760
Player 761,Player 762,Referee 761,8,8,2021-05-26 19:28:21.878187,2021-05-26 22:28:21.878187,Player 761,761,Championship 761,Venue 761
Player 762,Player 763,Referee 762,14,2,2021-05-25 19:28:21.878206,2021-05-25 23:28:21.878206,Player 763,762,Championship 762,Venue 762
Player 763,Player 764,Referee 763,14,2,2021-05-24 19:28:21.878227,2021-05-24 21:28:21.878227,Player 764,763,Championship 763,Venue 763
Player 764,Player 765,Referee 764,6,10,2021-05-23 19:28:21.878245,2021-05-24 00:28:21.878245,Player 765,764,Championship 764,Venue 764
Player 765,Player 766,Referee 765,3,13,2021-05-22 19:28:21.878264,2021-05-22 22:28:21.878264,Player 765,765,Championship 765,Venue 765
Player 766,Player 767,Referee 766,6,10,2021-05-21 19:28:21.878284,2021-05-21 21:28:21.878284,Player 767,766,Championship 766,Venue 766
Player 767,Player 768,Referee 767,5,11,2021-05-20 19:28:21.878304,2021-05-21 00:28:21.878304,Player 767,767,Championship 767,Venue 767
Player 768,Player 769,Referee 768,13,3,2021-05-19 19:28:21.878323,2021-05-19 20:28:21.878323,Player 769,768,Championship 768,Venue 768
Player 769,Player 770,Referee 769,6,10,2021-05-18 19:28:21.878342,2021-05-19 00:28:21.878342,Player 770,769,Championship 769,Venue 769
Player 770,Player 771,Referee 770,1,15,2021-05-17 19:28:21.878361,2021-05-17 21:28:21.878361,Player 770,770,Championship 770,Venue 770
Player 771,Player 772,Referee 771,3,13,2021-05-16 19:28:21.878381,2021-05-16 21:28:21.878381,Player 772,771,Championship 771,Venue 771
Player 772,Player 773,Referee 772,13,3,2021-05-15 19:28:21.878401,2021-05-15 23:28:21.878401,Player 772,772,Championship 772,Venue 772
Player 773,Player 774,Referee 773,13,3,2021-05-14 19:28:21.878427,2021-05-14 21:28:21.878427,Player 773,773,Championship 773,Venue 773
Player 774,Player 775,Referee 774,8,8,2021-05-13 19:28:21.878447,2021-05-13 20:28:21.878447,Player 774,774,Championship 774,Venue 774
Player 775,Player 776,Referee 775,4,12,2021-05-12 19:28:21.878467,2021-05-12 23:28:21.878467,Player 775,775,Championship 775,Venue 775
Player 776,Player 777,Referee 776,5,11,2021-05-11 19:28:21.878486,2021-05-11 20:28:21.878486,Player 776,776,Championship 776,Venue 776
Player 777,Player 778,Referee 777,14,2,2021-05-10 19:28:21.878504,2021-05-10 22:28:21.878504,Player 778,777,Championship 777,Venue 777
Player 778,Player 779,Referee 778,16,0,2021-05-09 19:28:21.878525,2021-05-09 20:28:21.878525,Player 779,778,Championship 778,Venue 778
Player 779,Player 780,Referee 779,4,12,2021-05-08 19:28:21.878546,2021-05-09 00:28:21.878546,Player 780,779,Championship 779,Venue 779
Player 780,Player 781,Referee 780,7,9,2021-05-07 19:28:21.878565,2021-05-07 21:28:21.878565,Player 780,780,Championship 780,Venue 780
Player 781,Player 782,Referee 781,11,5,2021-05-06 19:28:21.878584,2021-05-06 23:28:21.878584,Player 782,781,Championship 781,Venue 781
Player 782,Player 783,Referee 782,1,15,2021-05-05 19:28:21.878603,2021-05-05 20:28:21.878603,Player 782,782,Championship 782,Venue 782
Player 783,Player 784,Referee 783,15,1,2021-05-04 19:28:21.878623,2021-05-04 23:28:21.878623,Player 784,783,Championship 783,Venue 783
